"entity","device","lat_lng"
"VDP","VFS1763","13.4605072099999994 , 99.8641096799999985"
"VDP","VFS1779","13.6592935000000004 , 100.716422420000001"
"VDP","VFS1788","13.8346519800000003 , 100.655923270000002"
"VDP","VFS1790","13.7219642400000001 , 100.520062480000007"
"VDP","VFS1805","12.6988197100000004 , 101.260625709999999"
"VDP","VFS1806","13.7836628599999997 , 100.54730112"
"VDP","VFS1868","13.0078931200000003 , 101.168108680000003"
"VDP","VFS1875","13.0097720399999996 , 101.164945799999998"
"VDP","VFS1876","13.0105263000000004 , 101.165997419999997"
"VDP","VFS214","13.6903078899999997 , 100.370965920000003"
"VDP","VFS232","12.7401162200000009 , 101.081111160000006"
"VDP","VFS236","13.6469441400000004 , 100.430384270000005"
"VDP","VFS331","13.6172815699999994 , 100.756653749999998"
"VDP","VFS360","13.6464523900000003 , 100.429733990000003"
"VDP","VFS366","13.5985685699999994 , 100.765772459999994"
"VDP","VFS368","13.5985267400000005 , 100.766012590000003"
"VDP","VFS483","13.9048681399999996 , 100.528157960000001"
"VDP","VFS484","13.7038756700000004 , 100.357231209999995"
"VDP","VFS504","13.9034828099999999 , 100.529485949999994"
"VDP","VFS651","13.0087100899999992 , 101.167796350000003"
"VDP","VFS679","13.7462305800000006 , 100.539054429999993"
"VDP","VFS847","13.6952293600000008 , 100.502487169999995"
"VDP","VFS916","13.4021342899999993 , 101.035618900000003"
"VDP","VFS980","13.7182864799999997 , 100.662638779999995"
